line;15;15;1245;15;0;1
line;15;15;15;875;0;1
line;1245;15;1245;875;0;1
line;15;875;1245;875;0;1
line;15;35;1245;35;0;1
line;15;815;1245;815;0;1
line;15;785;1245;785;0;1
line;45;35;45;785;0;1
line;330;15;330;785;0;1
line;930;15;930;785;0;1
line;1140;35;1140;785;0;1
line;1215;35;1215;785;0;1
line;255;35;255;785;0;1
line;45;815;45;875;0;1
line;90;815;90;875;0;1
line;190;815;190;875;0;1
line;305;815;305;875;0;1
line;420;815;420;875;0;1
line;480;815;480;875;0;1
line;610;815;610;875;0;1
line;655;815;655;875;0;1
line;710;815;710;875;0;1
line;980;815;980;875;0;1
line;1020;815;1020;875;0;1
line;1060;815;1060;875;0;1
line;1115;815;1115;875;0;1
line;15;830;190;830;0;1
line;15;845;190;845;0;1
line;15;860;190;860;0;1
line;420;830;710;830;0;1
line;420;845;710;845;0;1
line;420;860;710;860;0;1
line;710;830;980;830;0;1
line;980;830;1245;830;0;1
line;980;845;1245;845;0;1
line;980;860;1245;860;0;1
